Identified Proteins (1228)	Accession Number	Molecular Weight	Protein Grouping Ambiguity	Galpha8
Stromal cell-derived factor 2-like protein OS=Dictyostelium discoideum GN=DDB_G0284847 PE=3 SV=1	sp|Q54P23|SDF2_DICDI	24 kDa	TRUE	5
40S ribosomal protein S14 OS=Dictyostelium discoideum GN=rps14 PE=3 SV=1	sp|Q54EG3|RS14_DICDI	16 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202360 PE=4 SV=1	tr|Q55EJ0|Q55EJ0_DICDI	40 kDa	TRUE	0
Serine/threonine-protein phosphatase 2A catalytic subunit A OS=Dictyostelium discoideum GN=pho2A PE=1 SV=1	sp|Q9XZE5|PP2AA_DICDI	35 kDa	TRUE	5
40S ribosomal protein S19 OS=Dictyostelium discoideum GN=rps19 PE=3 SV=1	sp|Q54X51|RS19_DICDI	17 kDa		0
Isochorismatase hydrolase OS=Dictyostelium discoideum GN=DDB_G0295669 PE=4 SV=1	tr|B0G192|B0G192_DICDI	20 kDa		7
Major outer membrane lipoprotein precurs	sp|P69776|LPP_ECOLI	8 kDa		2
Reticulon family protein OS=Dictyostelium discoideum GN=rtnlc PE=4 SV=1	tr|Q54CA6|Q54CA6_DICDI	35 kDa		0
AP-1 complex subunit gamma OS=Dictyostelium discoideum GN=ap1g1 PE=1 SV=1	sp|Q8I8U2|AP1G_DICDI	100 kDa		2
Lysine-sensitive aspartokinase III (EC 2	sp|P08660|AK3_ECOLI	49 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189883 PE=4 SV=1	tr|Q55F70|Q55F70_DICDI	61 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204081 PE=4 SV=1	tr|Q54U91|Q54U91_DICDI	156 kDa		2
C2 calcium/lipid-binding region-containing protein OS=Dictyostelium discoideum GN=DDB_0202870 PE=1 SV=1	tr|Q55BH2|Q55BH2_DICDI	172 kDa	TRUE	0
Cytochrome d ubiquinol oxidase subunit I	sp|P0ABJ9|CYDA_ECOLI	58 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188248 PE=4 SV=1	tr|Q54I12|Q54I12_DICDI	146 kDa	TRUE	0
Polyphosphate kinase OS=Dictyostelium discoideum GN=ppkA PE=1 SV=1	sp|Q54BM7|PPK_DICDI	118 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0215290 PE=4 SV=1	tr|Q54XF3|Q54XF3_DICDI	34 kDa	TRUE	5
DNA-directed RNA polymerase II subunit rpb2 OS=Dictyostelium discoideum GN=polr2b PE=3 SV=1	sp|Q54J75|RPB2_DICDI	132 kDa		0
Diphosphomevalonate decarboxylase OS=Dictyostelium discoideum GN=mvd PE=3 SV=1	sp|Q54YQ9|ERG19_DICDI	43 kDa	TRUE	5
Ankyrin repeat-containing protein OS=Dictyostelium discoideum GN=DDB_G0289141 PE=4 SV=2	tr|Q54HY5|Q54HY5_DICDI	197 kDa		6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183870 PE=4 SV=1	tr|Q54EQ2|Q54EQ2_DICDI	17 kDa		10
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189206 PE=4 SV=1	tr|Q54F90|Q54F90_DICDI	96 kDa	TRUE	0
Eukaryotic translation initiation factor 3 subunit K OS=Dictyostelium discoideum GN=eif3k PE=3 SV=2	sp|Q54EQ1|EIF3K_DICDI	29 kDa		7
Zinc finger CCCH domain-containing protein 15 homolog OS=Dictyostelium discoideum GN=DDB_G0292410 PE=3 SV=1	sp|Q54DA5|ZC3HF_DICDI	43 kDa		0
Vacuolar protein sorting-associated protein 29 OS=Dictyostelium discoideum GN=vps29 PE=3 SV=1	sp|Q54IF7|VPS29_DICDI	20 kDa		6
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_0188629 PE=4 SV=1	tr|Q54GV4|Q54GV4_DICDI	167 kDa	TRUE	3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190788 PE=4 SV=1	tr|Q55CF6|Q55CF6_DICDI	58 kDa	TRUE	8
Proteasome subunit alpha type-3 OS=Dictyostelium discoideum GN=psmA3 PE=2 SV=2	sp|Q27563|PSA3_DICDI	27 kDa		3
"Probable succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial OS=Dictyostelium discoideum GN=oxct1 PE=3 SV=1"	sp|Q54JD9|SCOT_DICDI	55 kDa		0
"Prohibitin-1, mitochondrial OS=Dictyostelium discoideum GN=phbA PE=3 SV=1"	sp|Q54GI9|PHB1_DICDI	30 kDa		7
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191736 PE=4 SV=1	tr|Q54CD7|Q54CD7_DICDI	35 kDa		3
"Peptidase M41, FtsH domain-containing protein OS=Dictyostelium discoideum GN=rcaA PE=4 SV=1"	tr|Q75JS8|Q75JS8_DICDI	94 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168980 PE=4 SV=1	tr|Q86B07|Q86B07_DICDI	64 kDa		12
60S ribosomal protein L24 OS=Dictyostelium discoideum GN=rpl24 PE=3 SV=1	sp|Q54VN6|RL24_DICDI	15 kDa		0
HEAT repeat-containing protein 7A homolog OS=Dictyostelium discoideum GN=heatr7a PE=4 SV=1	sp|Q54F23|HTR7A_DICDI	186 kDa		0
Regulator of chromosome condensation domain-containing protein OS=Dictyostelium discoideum GN=DDB_0184460 PE=4 SV=1	tr|Q54D12|Q54D12_DICDI	50 kDa		6
COP9 signalosome complex subunit 4 OS=Dictyostelium discoideum GN=csn4 PE=2 SV=1	sp|Q54B82|CSN4_DICDI	45 kDa		0
Phenylalanyl-tRNA synthetase beta chain	rsp|P07395|SYFB_ECOLI	87 kDa	TRUE	3
NADH-ubiquinone oxidoreductase chain 1 OS=Dictyostelium citrinum GN=nad1 PE=3 SV=1	sp|Q2LCR1|NU1M_DICCI	35 kDa		7
Probable splicing factor 3B subunit 3 OS=Dictyostelium discoideum GN=sf3b3 PE=3 SV=1	sp|Q54SA7|SF3B3_DICDI	140 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0269740 PE=4 SV=1	tr|Q55D91|Q55D91_DICDI	84 kDa		4
Calcium-transporting ATPase PAT1 OS=Dictyostelium discoideum GN=patA PE=2 SV=2	sp|P54678|ATC1_DICDI	121 kDa		2
UPF0652 protein OS=Dictyostelium discoideum GN=DDB_G0293552 PE=3 SV=1	sp|Q54BM8|U652_DICDI	78 kDa		3
Adenylosuccinate lyase OS=Dictyostelium discoideum GN=purB PE=3 SV=1	sp|Q54J34|PUR8_DICDI	53 kDa	TRUE	0
T-complex protein 1 subunit theta OS=Dictyostelium discoideum GN=cct8 PE=3 SV=1	sp|Q552J0|TCPQ_DICDI	59 kDa		0
Cysteine proteinase 5 OS=Dictyostelium discoideum GN=cprE PE=2 SV=2	sp|P54640|CYSP5_DICDI	37 kDa		5
Phosphoribosylglycinamide formyltransferase OS=Dictyostelium discoideum GN=purN PE=3 SV=1	sp|Q54I60|PUR3_DICDI	23 kDa	TRUE	6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189873 PE=4 SV=1	tr|Q55F80|Q55F80_DICDI	99 kDa		0
6-phosphofructokinase OS=Dictyostelium discoideum GN=pfkA PE=2 SV=2	sp|P90521|K6PF_DICDI	92 kDa		0
Ras-related protein Rab-2B OS=Dictyostelium discoideum GN=rab2B PE=3 SV=1	sp|Q559X6|RAB2B_DICDI	23 kDa	TRUE	0
NADPH oxidoreductase B OS=Dictyostelium discoideum GN=redB PE=2 SV=1	sp|Q55CT1|REDB_DICDI	76 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186806 PE=4 SV=1	tr|Q54MA4|Q54MA4_DICDI	59 kDa		7
Uridine phosphorylase OS=Dictyostelium discoideum GN=udpA PE=4 SV=1	tr|Q54PM8|Q54PM8_DICDI	27 kDa		2
T-complex protein 1 subunit alpha OS=Dictyostelium discoideum GN=tcp1 PE=2 SV=1	sp|Q55BM4|TCPA_DICDI	59 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204189 PE=4 SV=1	tr|Q54SN5|Q54SN5_DICDI	64 kDa		2
Developmentally-regulated GTP-binding protein 1 homolog OS=Dictyostelium discoideum GN=drg1 PE=3 SV=1	sp|Q54HP3|DRG1_DICDI	41 kDa	TRUE	0
Probable 2-ketogluconate reductase OS=Dictyostelium discoideum GN=tkrA PE=3 SV=1	sp|Q54DP1|TKRA_DICDI	37 kDa		3
Translocon-associated protein subunit beta OS=Dictyostelium discoideum GN=ssr2 PE=2 SV=2	sp|Q54VI6|SSRB_DICDI	21 kDa		3
Phenylalanine-4-hydroxylase OS=Dictyostelium discoideum GN=pah PE=1 SV=1	sp|Q54XS1|PH4H_DICDI	50 kDa		0
Zinc finger protein ZPR1 homolog OS=Dictyostelium discoideum GN=zpr1 PE=3 SV=1	sp|Q55E13|ZPR1_DICDI	54 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205566 PE=4 SV=1	tr|Q54U01|Q54U01_DICDI	93 kDa	TRUE	3
Lupus La protein OS=Dictyostelium discoideum GN=DDB_0204655 PE=4 SV=1	tr|Q54TG6|Q54TG6_DICDI	40 kDa		4
"3-hydroxyanthranilate 3,4-dioxygenase OS=Dictyostelium discoideum GN=haao PE=3 SV=1"	sp|Q54S02|3HAO_DICDI	21 kDa		0
40S ribosomal protein S20 OS=Dictyostelium discoideum GN=rps20 PE=3 SV=1	sp|Q54Y41|RS20_DICDI	14 kDa		0
Fatty acyl-CoA synthetase B OS=Dictyostelium discoideum GN=fcsB PE=2 SV=1	sp|Q1ZXQ4|FCSB_DICDI	76 kDa	TRUE	4
Alpha adducin OS=Dictyostelium discoideum GN=ahhA PE=4 SV=1	tr|Q54T47|Q54T47_DICDI	30 kDa		7
40S ribosomal protein S23 OS=Dictyostelium discoideum GN=rps23 PE=3 SV=1	sp|Q55A19|RS23_DICDI	16 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217812 PE=4 SV=1	tr|Q86HW2|Q86HW2_DICDI	75 kDa		4
"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase OS=Dictyostelium discoideum GN=plc PE=2 SV=1"	sp|Q02158|PLC_DICDI	91 kDa	TRUE	0
Calcium-binding mitochondrial carrier protein OS=Dictyostelium discoideum GN=mcfO PE=3 SV=1	sp|Q54RB9|CMC_DICDI	86 kDa		5
Endoplasmic reticulum transmembrane protein YET-like OS=Dictyostelium discoideum GN=DDB_G0287543 PE=3 SV=2	sp|Q54K74|YETL_DICDI	24 kDa		2
Nuclear protein localization protein 4 homolog OS=Dictyostelium discoideum GN=nploc4 PE=3 SV=1	sp|Q54GD3|NPL4_DICDI	64 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217880 PE=4 SV=1	rtr|Q550P6|Q550P6_DICDI	135 kDa	TRUE	2
Sulfate adenylyltransferase OS=Dictyostelium discoideum GN=DDB_G0291029 PE=1 SV=1	tr|Q54F74|Q54F74_DICDI	66 kDa		0
"Probable glycerol-3-phosphate dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=DDB_G0283951 PE=3 SV=1"	sp|Q54QC1|GPDM_DICDI	71 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190795 PE=4 SV=1	tr|Q55CE9|Q55CE9_DICDI	61 kDa	TRUE	0
Methionine synthase (EC 2.1.1.13) (5-met	sp|P13009|METH_ECOLI	136 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204937 PE=4 SV=1	tr|Q54S23|Q54S23_DICDI	126 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183846 PE=4 SV=1	tr|Q54ES4|Q54ES4_DICDI	21 kDa		5
Translation initiation factor eIF-2B alpha subunit OS=Dictyostelium discoideum GN=DDB_G0283309 PE=3 SV=1	tr|Q54R90|Q54R90_DICDI	39 kDa		3
COP9 signalosome complex subunit 3 OS=Dictyostelium discoideum GN=csn3 PE=1 SV=1	sp|Q54E53|CSN3_DICDI	47 kDa		3
Eukaryotic peptide chain release factor GTP-binding subunit OS=Dictyostelium discoideum GN=erf3 PE=2 SV=1	sp|Q7YZN9|ERF3_DICDI	61 kDa		0
40S ribosomal protein S26 OS=Dictyostelium discoideum GN=rps26 PE=3 SV=1	sp|Q54TL8|RS26_DICDI	13 kDa		0
Serine/threonine-protein phosphatase PP1 OS=Dictyostelium discoideum GN=pppB PE=1 SV=1	sp|O15757|PP1_DICDI	37 kDa		2
40S ribosomal protein S15a OS=Dictyostelium discoideum GN=rps15a PE=2 SV=3	sp|P46793|RS15A_DICDI	15 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167402 PE=3 SV=1	tr|Q869Y3|Q869Y3_DICDI	34 kDa		3
Methionine adenosyltransferase regulatory beta subunit OS=Dictyostelium discoideum GN=DDB_G0280135 PE=4 SV=1	tr|Q54VU3|Q54VU3_DICDI	37 kDa	TRUE	5
Enoyl-CoA hydratase OS=Dictyostelium discoideum GN=DDB_G0293354 PE=3 SV=1	tr|Q54BX7|Q54BX7_DICDI	33 kDa		3
Probable phosphoserine aminotransferase OS=Dictyostelium discoideum GN=serC PE=3 SV=1	sp|Q55CQ6|SERC_DICDI	42 kDa		6
Ubiquitin carboxyl-terminal hydrolase A OS=Dictyostelium discoideum GN=ubpA PE=2 SV=2	sp|P54201|UBPA_DICDI	95 kDa	TRUE	0
Eukaryotic translation initiation factor 3 subunit I OS=Dictyostelium discoideum GN=eif3i PE=3 SV=1	sp|Q54MT0|EIF3I_DICDI	37 kDa		6
Eukaryotic translation initiation factor 2A OS=Dictyostelium discoideum GN=eif2a PE=3 SV=1	sp|Q54PV7|EIF2A_DICDI	68 kDa		7
"Probable 3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase OS=Dictyostelium discoideum GN=mfeB PE=2 SV=1"	sp|Q54XZ0|MFEB_DICDI	32 kDa		0
Probable GH family 25 lysozyme 2 OS=Dictyostelium discoideum GN=DDB_G0274181 PE=3 SV=1	sp|Q86KC1|LYSG2_DICDI	23 kDa		6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0271892 PE=4 SV=1	tr|Q869Z5|Q869Z5_DICDI	26 kDa		4
Lysine-specific demethylase NO66 OS=Dictyostelium discoideum GN=jcdg PE=3 SV=1	sp|Q54K96|NO66_DICDI	59 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184339 PE=4 SV=1	rtr|Q54DC6|Q54DC6_DICDI	87 kDa	TRUE	2
RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_0201846 PE=1 SV=1	tr|Q55D63|Q55D63_DICDI	43 kDa		2
SH3 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0291984 PE=4 SV=1	tr|Q54DN5|Q54DN5_DICDI (+1)	133 kDa		2
Ras-related protein RabG2 OS=Dictyostelium discoideum GN=rabG2 PE=3 SV=2	sp|Q54FL2|RABG2_DICDI	22 kDa	TRUE	0
DOCK family protein OS=Dictyostelium discoideum GN=docB PE=4 SV=1	rtr|Q55BQ8|Q55BQ8_DICDI	244 kDa	TRUE	0
Serine/threonine-protein phosphatase 4 catalytic subunit OS=Dictyostelium discoideum GN=ppp4c PE=1 SV=1	sp|Q9Y0B7|PP4C_DICDI	35 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216612 PE=4 SV=1	tr|Q55F29|Q55F29_DICDI	76 kDa		0
Kinesin-related protein 1 OS=Dictyostelium discoideum GN=kif1 PE=1 SV=1	sp|Q9NGQ2|KIF1_DICDI	248 kDa		0
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_0203000 PE=4 SV=1	tr|Q556L7|Q556L7_DICDI	156 kDa	TRUE	4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168073 PE=4 SV=1	tr|Q556V2|Q556V2_DICDI	161 kDa	TRUE	4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203385 PE=4 SV=1	tr|Q54ZK3|Q54ZK3_DICDI	123 kDa	TRUE	2
Heat shock protein DnaJ family protein OS=Dictyostelium discoideum GN=DDB_0204173 PE=4 SV=1	tr|Q54SQ0|Q54SQ0_DICDI	40 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217534 PE=1 SV=1	tr|Q555G2|Q555G2_DICDI	108 kDa		0
Calcium up-regulated protein G OS=Dictyostelium discoideum GN=cupG PE=2 SV=1	sp|Q7Z1Z9|CUPG_DICDI	85 kDa	TRUE	17
Rho-related protein racB OS=Dictyostelium discoideum GN=racB PE=1 SV=1	sp|P34148|RACB_DICDI	22 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202316 PE=4 SV=1	tr|Q55EU1|Q55EU1_DICDI	46 kDa		3
Eukaryotic translation initiation factor 2 subunit 3 OS=Dictyostelium discoideum GN=eif2s3 PE=2 SV=1	sp|Q54XD8|IF2G_DICDI	50 kDa		0
Myosin heavy chain kinase C OS=Dictyostelium discoideum GN=mhkC PE=1 SV=1	sp|Q8MY12|MHCKC_DICDI	86 kDa		6
Nascent polypeptide-associated complex subunit beta OS=Dictyostelium discoideum GN=nacB PE=3 SV=1	sp|Q54TR8|NACB_DICDI	15 kDa		0
"Probable acetylornithine aminotransferase, mitochondrial OS=Dictyostelium discoideum GN=argD PE=3 SV=1"	sp|Q55DT8|ARGD_DICDI	50 kDa		3
Protein LST8 homolog OS=Dictyostelium discoideum GN=lst8 PE=1 SV=1	sp|Q54D08|LST8_DICDI	33 kDa		2
ATP synthase B chain (EC 3.6.3.14).	sp|P0ABA0|ATPF_ECOLI	17 kDa		0
Nicotinate phosphoribosyltransferase OS=Dictyostelium discoideum GN=naprt PE=2 SV=1	sp|Q55G10|PNCB_DICDI	66 kDa		4
Probable allantoinase 1 OS=Dictyostelium discoideum GN=allB1 PE=3 SV=1	sp|Q54SV3|ALN1_DICDI	72 kDa		3
Beta-xylosidase-like protein OS=Dictyostelium discoideum GN=DDB_0187875 PE=4 SV=1	tr|Q54J53|Q54J53_DICDI	56 kDa		6
Mitochondrial GTPase OS=Dictyostelium discoideum GN=gemA PE=4 SV=1	tr|Q55G45|Q55G45_DICDI	75 kDa		6
Glutathione S-transferase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0168319 PE=1 SV=1	tr|Q86JB5|Q86JB5_DICDI	34 kDa		3
26S protease regulatory subunit 4 homolog OS=Dictyostelium discoideum GN=psmC1 PE=1 SV=1	sp|Q55BV5|PRS4_DICDI	49 kDa	TRUE	0
Dihydroorotate dehydrogenase OS=Dictyostelium discoideum GN=pyr4 PE=3 SV=2	sp|P07670|PYRD_DICDI	41 kDa		7
"3'(2'),5'-bisphosphate nucleotidase 1 OS=Dictyostelium discoideum GN=bpnt1 PE=3 SV=1"	sp|Q869K3|BPNT1_DICDI	34 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189868 PE=4 SV=1	tr|Q55F85|Q55F85_DICDI	30 kDa		7
Rho-related protein racE OS=Dictyostelium discoideum GN=racE PE=1 SV=1	sp|Q23862|RACE_DICDI	24 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204927 PE=4 SV=1	tr|Q54S30|Q54S30_DICDI	74 kDa	TRUE	0
Dihydrofolate reductase OS=Dictyostelium discoideum GN=DDB_G0286755 PE=3 SV=1	tr|Q54LA0|Q54LA0_DICDI	23 kDa		5
Uroporphyrinogen decarboxylase OS=Dictyostelium discoideum GN=hemE PE=1 SV=1	sp|Q54DF9|DCUP_DICDI	41 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218485 PE=4 SV=1	rtr|Q54R63|Q54R63_DICDI	210 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204712 PE=4 SV=1	tr|Q54UX5|Q54UX5_DICDI	53 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203037 PE=4 SV=1	rtr|Q556V5|Q556V5_DICDI	219 kDa		3
Nascent polypeptide-associated complex subunit alpha OS=Dictyostelium discoideum GN=nacA PE=3 SV=1	sp|Q54U07|NACA_DICDI	17 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218551 PE=4 SV=1	tr|Q54QE3|Q54QE3_DICDI	100 kDa		3
Probable DNA topoisomerase 2 OS=Dictyostelium discoideum GN=top2 PE=3 SV=1	sp|Q55BP5|TOP2_DICDI	171 kDa		2
26S protease regulatory subunit 6A homolog OS=Dictyostelium discoideum GN=psmC3 PE=1 SV=1	sp|Q54PN7|PRS6A_DICDI	47 kDa	TRUE	0
P-type ATPase OS=Dictyostelium discoideum GN=DDB_G0284605 PE=3 SV=1	tr|Q54PE8|Q54PE8_DICDI	102 kDa		0
Isochorismatase family protein 1B OS=Dictyostelium discoideum GN=DDB_G0284901 PE=3 SV=1	sp|Q54NZ8|ISC1B_DICDI	24 kDa		5
Transmembrane protein OS=Dictyostelium discoideum GN=mpdu1 PE=4 SV=1	tr|B0G0Z6|B0G0Z6_DICDI	26 kDa		7
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201681 PE=4 SV=1	tr|Q55EC2|Q55EC2_DICDI	49 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0215298 PE=4 SV=1	tr|Q54XE5|Q54XE5_DICDI	45 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205874 PE=4 SV=1	tr|Q54W38|Q54W38_DICDI	102 kDa		4
Arrestin domain-containing protein C OS=Dictyostelium discoideum GN=adcC PE=3 SV=1	sp|Q55CH0|ADCC_DICDI	74 kDa		0
Acyl-CoA oxidase OS=Dictyostelium discoideum GN=DDB_G0286669 PE=4 SV=2	tr|Q54LF1|Q54LF1_DICDI	75 kDa		2
N-terminal delta endotoxin domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0277083 PE=4 SV=1	tr|C7G000|C7G000_DICDI	56 kDa		0
Dynamin-like protein A OS=Dictyostelium discoideum GN=dlpA PE=2 SV=1	sp|Q55F94|DLPA_DICDI (+1)	100 kDa		0
Heat shock cognate 70 kDa protein 3 OS=Dictyostelium discoideum GN=DDB_G0293674 PE=3 SV=1	sp|Q54BE0|HS7C3_DICDI	70 kDa	TRUE	37
cAMP-binding protein 2 OS=Dictyostelium discoideum GN=capB PE=1 SV=2	sp|P34122|CAP2_DICDI	31 kDa	TRUE	5
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0289949 PE=4 SV=2	tr|Q54GR7|Q54GR7_DICDI	164 kDa	TRUE	2
Interaptin OS=Dictyostelium discoideum GN=abpD PE=1 SV=1	sp|O76329|ACTNB_DICDI	204 kDa		0
"Arginine biosynthesis bifunctional protein argJ, mitochondrial OS=Dictyostelium discoideum GN=argJ PE=3 SV=1"	sp|Q54DY1|ARGJ_DICDI	48 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218286 PE=4 SV=1	tr|Q54UB6|Q54UB6_DICDI	65 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216934 PE=4 SV=1	tr|Q869N7|Q869N7_DICDI	36 kDa		5
Type-1 glutamine synthetase 2 OS=Dictyostelium discoideum GN=glnA2 PE=3 SV=1	sp|P0C7B6|GLNA2_DICDI (+1)	59 kDa	TRUE	2
Protein phosphatase 2C-related protein OS=Dictyostelium discoideum GN=DDB_0185918 PE=3 SV=1	tr|Q54PX6|Q54PX6_DICDI	44 kDa		0
AP-3 complex subunit beta OS=Dictyostelium discoideum GN=ap3b-1 PE=3 SV=1	sp|Q556J8|AP3B_DICDI	127 kDa		3
IPT/TIG domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0269040 PE=4 SV=2	tr|Q55F41|Q55F41_DICDI	198 kDa		4
3-ketodihydrosphingosine reductase OS=Dictyostelium discoideum GN=ksrA-1 PE=3 SV=1	sp|Q556J2|KDSR_DICDI	36 kDa		7
Formate acetyltransferase 1 (EC 2.3.1.54	sp|P09373|PFLB_ECOLI	85 kDa	TRUE	0
60S ribosomal protein L22 2 OS=Dictyostelium discoideum GN=rpl22a PE=3 SV=1	sp|Q54GK6|RL222_DICDI	13 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187641 PE=4 SV=1	tr|Q54JU2|Q54JU2_DICDI	27 kDa		6
Tyrosine-tRNA ligase OS=Dictyostelium discoideum GN=tyrS PE=4 SV=1	tr|Q551A1|Q551A1_DICDI	44 kDa		2
26S proteasome non-ATPase regulatory subunit 11 OS=Dictyostelium discoideum GN=psmD11 PE=2 SV=1	sp|Q54UB5|PSD11_DICDI	48 kDa		0
60S ribosomal protein L27 OS=Dictyostelium discoideum GN=rpl27 PE=3 SV=1	sp|Q55BE6|RL27_DICDI	16 kDa		0
Mitochondrial substrate carrier family protein G OS=Dictyostelium discoideum GN=mcfG PE=2 SV=1	sp|Q54BM3|MCFG_DICDI	32 kDa		3
NOL1/NOP2/Sun family protein OS=Dictyostelium discoideum GN=DDB_G0295715 PE=4 SV=1	tr|C7G023|C7G023_DICDI (+1)	89 kDa		0
Probable 2-hydroxyacyl-CoA lyase 1 OS=Dictyostelium discoideum GN=hacl1 PE=3 SV=1	sp|Q54DA9|HACL1_DICDI	63 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191758 PE=4 SV=1	tr|Q54CB7|Q54CB7_DICDI	104 kDa		4
Flavohemoprotein B OS=Dictyostelium discoideum GN=fhbB PE=1 SV=1	sp|Q54D73|FHBB_DICDI	48 kDa		0
Phosphomannomutase 1 OS=Dictyostelium discoideum GN=pmmA PE=3 SV=1	sp|Q54X03|PMM1_DICDI	29 kDa		4
COP9 signalosome complex subunit 8 OS=Dictyostelium discoideum GN=csn8 PE=1 SV=1	sp|Q75K24|CSN8_DICDI	23 kDa		6
Transformer-2 protein homolog OS=Dictyostelium discoideum GN=tra2 PE=3 SV=1	sp|Q54Y98|TRA2_DICDI	37 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186819 PE=4 SV=1	tr|Q54M91|Q54M91_DICDI	92 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203213 PE=4 SV=1	tr|Q555E5|Q555E5_DICDI	55 kDa		6
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217621 PE=4 SV=1	tr|Q553Z8|Q553Z8_DICDI	37 kDa	TRUE	9
UDP-glucose 4-epimerase OS=Dictyostelium discoideum GN=galE PE=1 SV=1	sp|Q553X7|GALE_DICDI	38 kDa		2
Eukaryotic translation initiation factor 1A OS=Dictyostelium discoideum GN=eif1a PE=3 SV=1	sp|Q54YJ6|IF1A_DICDI	16 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216653 PE=4 SV=2	tr|Q55E22|Q55E22_DICDI	110 kDa		0
Cysteine synthase A (EC 2.5.1.47) (O-ace	sp|P0ABK5|CYSK_ECOLI	34 kDa		0
Profilin-1 OS=Dictyostelium discoideum GN=proA PE=2 SV=1	sp|P26199|PROF1_DICDI	13 kDa	TRUE	0
Glyceraldehyde-3-phosphate dehydrogenase	sp|P0A9B2|G3P1_ECOLI	35 kDa	TRUE	0
